# Mwm name	Generation time
Germany_Free State of Bavaria_Upper Bavaria_South	1209.3489490000002
UK_England_North East England	1209.1243960000004
Greece_Decentralized Administration of Attica	1207.511422
Japan_Kyushu Region_Miyazaki	1204.161418
Guatemala	1203.9524580000002
France_Pays de la Loire_Mayenne	1197.059706
US_Texas_Victoria	1194.5725850000003
US_California_Sacramento_Fresno	1193.8554909999998
Canada_Nova Scotia_Sydney	1186.9332379999998
Ukraine_Zakarpattia Oblast	1172.7723669999998
Philippines_Mindanao	1172.0966190000001
Sweden_Sodra Gotaland	1161.1391809999998
Indonesia_Nusa Tenggara	1143.062473
Sweden_Stockholm	1134.7482710000002
Slovakia_Region of Trnava	1132.2749760000002
US_Oregon_Eugene	1131.877283
France_Languedoc-Roussillon_Lozere	1130.9920800000002
US_Alaska	1128.7742300000002
China_Jiangxi	1127.086654
Congo-Kinshasa_Kivu	1118.768518
Italy_Lombardy_Brescia	1117.8990620000002
Canada_Quebek_Southeast_Rimouski	1117.1038130000002
France_Burgundy_Nievre	1116.635742
Russia_Tver Oblast	1098.478834
Russia_Stavropol Krai	1097.4737129999999
US_California_Bakersfield_Bakersfield	1097.290307
Russia_Kursk Oblast	1096.3608320000003
Russia_Saratov Oblast	1076.9412960000002
Spain_Principado de Asturias	1074.5410909999998
Japan_Shikoku Region_Ehime	1072.664618
Canada_Saskatchewan_Regina	1071.811934
Canada_Nunavut_North	1071.290668
Italy_Veneto_Verona	1070.997128
US_Wisconsin_North	1067.6115039999997
US_North Dakota_East	1066.9645289999999
Canada_Prince Edward Island	1065.884652
Japan_Tohoku_Miyagi	1065.707114
China_Hunan	1063.609469
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Wesel	1063.542055
US_Utah_South	1061.1062780000002
Ukraine_Ternopil Oblast	1060.5755110000002
Russia_Udmurt Republic	1060.4587829999998
Russia_Novosibirsk Oblast	1060.014044
Angola	1060.008272
Romania_North_East	1058.064514
Kazakhstan_North	1056.839224
Bosnia and Herzegovina_Republic of Srpska	1053.0355230000002
Canada_Alberta_South	1051.761543
Russia_Orenburg Oblast	1051.0558600000002
US_New Jersey_South	1050.7298750000002
Canada_Labrador_South	1043.48084
Namibia	1042.8196540000001
Slovakia_Region of Nitra	1042.194571
Japan_Kyushu Region_Saga	1041.7673410000002
Russia_Republic of Dagestan	1040.519293
Canada_Newfoundland_West	1037.235912
Laos	1036.656101
France_Lower Normandy_Manche	1032.095788
Haiti	1031.429988
Argentina_Cuyo	1031.228103
Finland_Eastern Finland_North	1029.504005
Russia_Samara Oblast	1017.364542
Iraq_South	1015.2835020000001
France_Auvergne_Cantal	1006.9313080000001
Argentina_Patagonia	1005.3394209999999
Japan_Chubu Region_Niigata	1001.065299
Norway_Hordaland	999.8253020000001
Canada_Ontario_Bame	994.330365
Spain_Cantabria	985.3584250000001
Sweden_Malardalen	984.7687209999999
Japan_Kinki Region_Nara	983.4966230000001
Russia_Lipetsk Oblast	977.5444509999999
France_Ile-de-France_Hauts-de-Seine	973.679148
China_Chongqing	963.04592
Italy_Basilicata	962.0783670000001
Kyrgyzstan	958.6031200000002
Finland_Western Finland_Jyvaskyla	954.3658419999999
Tajikistan	952.3503769999999
Albania	949.4908419999999
France_Pays de la Loire_Loire-Atlantique_Saint-Nazaire	948.0064679999999
Japan_Kanto_Chiba	944.9288069999999
Russia_Sakha Republic	944.5231360000001
Norway_Hedmark	944.133776
US_Illinois_Rockford	943.703013
France_Lorraine_Meuse	939.858732
Italy_Emilia-Romagna_Reggio Emilia	939.086135
Ukraine_Kirovohrad Oblast	934.5466019999999
Norway_Rogaland	930.822237
Venezuela_South	928.207378
China_Shaanxi	922.9153439999999
Estonia_East	918.5342489999999
Belarus_Vitebsk Region	916.6684950000001
Norway_Oppland	913.5479809999999
Mexico_Sonora	912.117574
India_Chhattisgarh	910.1860869999999
Russia_Omsk Oblast	907.355973
South Africa_Western Cape	906.2791779999999
Trinidad and Tobago	904.735699
Russia_Belgorod Oblast	903.61084
Canada_Quebek_Lachute	894.1996829999999
Estonia_West	889.3491769999999
France_Provence-Alpes-Cote dAzur_Alpes-de-Haute-Provence	887.603517
US_Rhode Island	886.6961429999999
Japan_Tohoku_Iwate	880.6034539999999
Rwanda	880.400669
Italy_Emilia-Romagna_Forli-Cesena	880.310427
Ukraine_Cherkasy Oblast	875.5106499999999
Italy_Piemont_Asti	874.9791769999999
Brazil_Mato Grosso	873.0763739999999
Libya	871.6373829999999
Canada_Saskatchewan_Saskatoon	868.3678699999999
US_Delaware	868.128394
France_Provence-Alpes-Cote dAzur_Maritime Alps	867.3409439999999
UK_Scotland_North	867.214646
Norway_Western	865.954491
Italy_Emilia-Romagna_Ravenna	856.892471
Japan_Chubu Region_Aichi_Toyohashi	853.930129
Belarus_Hrodna Region	845.2204590000001
The Gambia	836.1486590000001
US_Puerto Rico	828.378674
Kuwait	828.370414
Norway_Nordland	828.240918
Russia_Tula Oblast	826.7624539999999
Canada_Newfoundland_North	825.2458080000001
Slovakia_Region of Bratislava	822.4466180000001
Russia_Ulyanovsk Oblast	820.9318150000001
Russia_Ryazan Oblast	820.559491
Brazil_North Region_West	820.396188
Ireland_Connacht	816.062066
Ukraine_Luhansk Oblast	808.443037
Palestine	804.715912
US_Mississippi_Gulfport	800.7691859999999
China_Fujian	799.675405
Italy_Lombardy_Varese	798.791903
Italy_Friuli-Venezia Giulia_Pordenone	798.22884
Italy_Emilia-Romagna_Ferrara	796.600004
Belarus_Brest Region	794.948853
Burundi	791.8716009999998
Russia_Kemerov Oblast	790.7743270000002
Finland_Southern Finland_Lappeenranta	790.007218
Singapore	786.0119570000002
US_Michigan_North	785.1176120000001
China_Jilin	782.122207
Romania_South_West	781.1082570000001
Belarus_Homiel Region	776.873515
Italy_Emilia-Romagna_Parma	773.7651149999999
Brazil_Goias_North	767.2503549999998
Chile_North	766.54425
New Zealand South_Southland	765.5580580000001
Ukraine_Zhytomyr Oblast	763.920032
Ukraine_Poltava Oblast	760.726996
Russia_Irkutsk Oblast	753.5730810000001
Argentina_Mesopotamia	753.009166
Italy_Emilia-Romagna_Rimini	752.0672559999999
South Africa_Eastern Cape	751.358963
Austria_Vorarlberg	751.3242870000001
Russia_Khabarovsk Krai	750.9783620000001
US_Vermont	749.5122419999999
Sweden_Mellannorrland	746.717262
US_Missouri_East	745.4732460000001
Chad	745.064291
China_Shanxi	744.7869959999999
Belarus_Maglieu Region	744.4213500000001
Italy_Veneto_Venezia	731.432608
Sri Lanka	730.5707590000001
Central African Republic	724.8252219999999
China_Xinjiang	723.5676530000001
Belgium_Walloon Brabant	719.7781570000001
Russia_Tambov Oblast	715.511646
South Africa_Free State	715.0864760000001
US_Oklahoma_East	712.7971239999999
Russia_Krasnoyarsk Krai_South	708.5779719999999
Norway_South Trondelag	707.798884
Russia_Leningradskaya Oblast_Karelsky	706.790581
Norway_Northern	702.87835
Romania_West	701.731897
Russia_Mari El	700.3990220000002
Panama	698.020337
France_Midi-Pyrenees_Ariege	697.9833070000001
Iceland	697.88482
Ukraine_Rivne Oblast	689.655918
Philippines_Visayas	688.308662
Jordan	688.257399
Ukraine_Vinnytsia Oblast	686.355531
Australia_Western Australia	686.2938710000001
Russia_Primorsky Krai	685.5964069999999
Italy_Emilia-Romagna_Piacenza	680.852531
Russia_Vologda Oblast	678.33048
Ukraine_Odessa Oblast	671.446455
China_Guizhou	667.934158
US_Minnesota_North	666.4860249999999
Russia_Sverdlovsk Oblast_North	666.1590110000001
Romania_South_East	665.852627
France_Rhone-Alpes_Savoie	661.2479860000001
Madagascar	658.3984160000001
Italy_Lombardy_Bergamo	656.5355370000001
Spain_Canary Islands	652.6115110000001
Taiwan_South	652.147777
Canada_Ontario_Northeastern_S	644.197989
Japan_Hokkaido Region_Sapporo	637.1861240000001
Macedonia	636.558745
Czech_Karlovasky kraj	634.1752319999999
Mauritania	628.1483440000001
Mongolia	625.163759
Canada_British Columbia_Southeast	618.952306
Yemen	618.035778
Azerbaijan	612.97353
Japan_Kyushu Region_Oita	612.7327459999999
Kingdom of Lesotho	610.2885319999999
Japan_Shikoku Region_Kochi	600.949527
Ukraine_Chernihiv Oblast	600.925831
Canada_Ontario_Northeastern_SW	599.33069
Japan_Chubu Region_Toyama	599.097891
Oman	598.416376
Japan_Chubu Region_Ishikawa	593.1985710000001
Canada_British Columbia_Islands	592.471593
Ukraine_Khmelnytskyi Oblast	591.955833
Italy_Piemont_Vercelli	583.923518
Indonesia_East	581.150894
Sierra Leone	578.3972440000001
China_Tibet Autonomous Region	575.915551
Italy_Lombardy_Monza and Brianza	573.797261
Honduras	571.7382690000001
India_Uttarakhand	571.450865
Ukraine_Mykolaiv Oblast	562.811361
Suriname	559.926471
Italy_Piemont_Biella	559.15456
Russia_Kaluga Oblast	557.310325
Norway_North Trondelag	557.0576110000002
North Korea	556.781382
Russia_Chuvashia	552.4383560000001
US_South Carolina_Charleston	551.640553
Russia_Astrakhan Oblast	548.756784
UK_England_North West England_Lancaster	545.76453
Italy_Calabria	543.908036
Russia_Penza Oblast	538.392864
Japan_Kyushu Region_Nagasaki	534.1610929999999
Australia_Queensland	528.94447
Russia_Kabardino-Balkaria	527.4057879999999
El Salvador	527.16348
Russia_Republic of Mordovia	524.731571
Japan_Hokkaido Region_North	524.3905870000001
Ukraine_Zaporizhia Oblast	517.053393
Sweden_Norra Sverige	514.209651
Ukraine_Volyn Oblast	511.25865500000003
Japan_Tohoku_Aomori	511.0342099999999
Russia_Krasnoyarsk Krai_North	510.16889899999995
Russia_Yaroslavl Oblast	503.69225399999993
Ukraine_Chernivtsi Oblast	500.57485099999997
US_Massachusetts_Southeastern	499.036122
Russia_Yamalo-Nenets Autonomous Okrug	497.8913819999999
Russia_Chukotka Autonomous Okrug	496.58336999999995
India_Assam	494.24138100000005
US_California_Santa_Clara_Santa Cruz	487.678436
Italy_Molise	480.30093
Cameroon_West	474.71121200000005
Papua New Guinea	472.9553
China_Qinghai	468.51199499999996
Russia_Arkhangelsk Oblast_Central	467.15100800000005
Japan_Shikoku Region_Tokushima	464.944624
Russia_Smolensk Oblast	462.72273
Russia_Tyumen Oblast	458.592545
Russia_Perm Krai_North	453.78836599999994
Canada_Manitoba_Winnipeg	453.431006
Russia_Kamchatka Krai	452.4136710000001
Congo-Brazzaville	447.357967
Spain_Balearic Islands	445.57855699999993
Russia_Republic of Karelia_South	440.14062699999994
China_Heilongjiang	439.39550600000007
Japan_Chugoku Region_Shimane	438.49663499999997
Canada_Nunavut_South	438.36908
Russia_Pskov Oblast	436.801771
China_Liaoning	436.072231
Mexico_California	430.148219
Greece_Decentralized Administration of Aegean	429.63051700000005
French Polynesia	427.823146
Liberia	425.264649
Canada_Ontario_Northwestern	424.32872000000003
Spain_La Rioja	423.169522
Russia_Arkhangelsk Oblast_North	421.040778
Japan_Chubu Region_Fukui	419.17848000000004
Nepal_Kathmandu	419.02087300000005
France_Provence-Alpes-Cote dAzur_Hautes-Alpes	414.994612
Italy_Lombardy_Como	414.107621
Japan_Tohoku_Akita	410.55234499999995
Ukraine_Sumy Oblast	408.75131000000005
Russia_Novgorod Oblast	408.607106
Japan_Chubu Region_Yamanashi	406.764864
Italy_Friuli-Venezia Giulia_Trieste	403.64093900000006
Turkmenistan	403.372368
Canada_Northwest Territories_Yellowknife	403.27548200000007
Russia_Komi Republic	401.96650300000005
Japan_Kinki Region_Wakayama	401.735173
China_Shanghai	391.541228
Italy_Lombardy_Mantua	390.340574
Japan_Chugoku Region_Yamaguchi	389.216092
Russia_Tomsk Oblast	388.356974
Crimea	384.236725
Russia_Bryansk Oblast	383.4017140000001
Russia_Ivanovo Oblast	378.674142
Russia_Yugra_Surgut	373.06795300000005
Ireland_Northern Counties	371.32810700000005
France_Southern Islands	370.9948500000001
Montenegro	370.657468
Russia_Altai Republic	358.84592200000003
Russia_Yugra_Khanty	353.139876
Australia_Northern Territory	351.20783
India_Jammu and Kashmir	346.668343
Canada_Quebek_Far North	344.82373800000005
Italy_Friuli-Venezia Giulia_Gorizia	341.60526799999997
Italy_Piemont_Novara	336.59086099999996
Japan_Chugoku Region_Tottori	335.33713600000004
Bhutan	334.36174
Caribisch Nederland	334.024996
Australia_Tasmania	329.589374
Canada_Northwest Territories_East	329.30312699999996
Morocco_Western Sahara	324.34798199999994
Colombia_East	316.979541
Canada_British Columbia_North	316.479664
Cuba	314.39478099999997
Canada_Quebek_Southeast_Saguenay	312.195476
Italy_Lombardy_Cremona	310.291782
Russia_Buryatia	309.729798
Russia_Kurgan Oblast	307.83068399999996
Russia_Kostroma Oblast	306.73771000000005
Japan_Hokkaido Region_East	306.366936
Gabon	302.9751760000001
Russia_Zabaykalsky Krai	302.02056600000003
Canada_Manitoba_South	300.618017
Canada_British Columbia_Central	299.13840300000004
Canada_Quebek_West_Chibougamau	298.81876400000004
Canada_Yukon_North	295.46821
Russia_Amur Oblast	294.95634299999995
Japan_Shikoku Region_Kagawa	292.96748099999996
Philippines_Luzon_South	292.473908
Russia_Murmansk Oblast	289.924308
Italy_Veneto_Belluno	286.6965819999999
Russia_Oryol Oblast	286.49884299999997
Japan_Tohoku_Yamagata	285.545794
Cyprus	278.82940599999995
Russia_Sakhalin Oblast	275.46038699999997
Greece_Decentralized Administration of Crete	273.267558
Canada_Manitoba_Northwest	270.69889299999994
Canada_Alberta_North	269.51143700000006
Nicaragua	267.179285
Russia_Republic of Karelia_North	261.095636
Italy_Lombardy_Lodi	259.72932799999995
Canada_Northwest Territories_North	258.879531
Russia_Karachay-Cherkessia	256.54215
Italy_Lombardy_Lecco	255.45023000000003
Russia_Republic of Kalmykia	255.35222399999998
Canada_Quebek_West_Rouyn-Noranda	254.89368600000003
Russia_Kaliningrad Oblast	253.204111
Ukraine_Kherson Oblast	251.560629
Russia_North Ossetia-Alania	249.76532600000002
Eritrea	249.55214
Canada_Ontario_Northern	243.82586100000003
Russia_Khakassia	243.09585400000003
Canada_Saskatchewan_North	242.663177
Switzerland_Ticino	238.93955
Japan_Hokkaido Region_West	238.525539
Canada_Newfoundland_East	237.84621099999995
Russia_Magadan Oblast	236.993384
France_New Caledonia	235.90967100000003
Canada_Yukon_Whitehorse	235.327884
France_Corsica	228.814909
Canada_Manitoba_Northeast	226.94647200000003
Portugal_Islands	221.352453
France_French Guiana	214.14728100000002
India_Himachal Pradesh	212.15254500000003
Nagorno-Karabakh	210.036776
Samoa	199.078738
Italy_Aosta Valley	198.41293999999994
Guinea-Bissau	196.832626
Solomon Islands	196.184051
Jamaica	195.924777
Swaziland	194.703623
Canada_Labrador_West	194.468789
US_Hawaii	194.23473300000003
Japan_Kyushu Region_Okinawa	194.03979799999996
Russia_Nenets Autonomous Okrug	190.64214200000004
The Bahamas	187.53241699999998
Italy_Lombardy_Sondrio	186.885988
Qatar	183.4106
Canada_Ontario_Northeastern_Central	181.33599200000003
Martinique	179.362438
Russia_Chechen Republic	173.427848
Canada_British Columbia_Northeast	170.207193
Kiribati	167.814995
Faroe Islands	167.07091999999997
Belize	166.923909
Canada_Ontario_Northeastern_SE	166.682982
Cook Islands	163.59214199999997
Canada_British Columbia_Far_North	163.345899
Bahrain	160.57912
Italy_Piemont_Verbano-Cusio-Ossola	159.647032
East Timor	157.438646
Canada_Ontario_Northeastern_Wawa	156.39218599999998
Italy_Veneto_Rovigo	155.58174400000001
China_Ningxia Hui	155.343235
Brunei	154.824897
Guyana	154.065131
Russia_Tuva	153.567765
Canada_Labrador_North	152.61946500000002
Russia_Ingushetia	149.24051300000002
Guadeloupe	148.443108
India_Meghalaya	147.55860199999998
Jerusalem	146.03547899999998
Equatorial Guinea	145.529263
Fiji	144.95953699999998
US_Guam	144.55276299999997
Djibouti	142.099083
Abkhazia	140.719597
Cape Verde	140.405739
India_Manipur	135.528431
Canada_Newfoundland_South	132.25449300000002
San Marino	131.08569700000004
India_Nagaland	130.04495599999998
Russia_Jewish Autonomous Oblast	128.667604
Liechtenstein	128.455785
India_Arunachal Pradesh	127.42695199999999
Sahrawi Arab Democratic Republic	126.656009
India_Goa	125.79082600000001
Vanuatu	123.73948200000001
Canada_Ontario_Northeastern_North	123.65169600000002
Maldives	122.91288599999999
Tokelau	121.418237
US_United States Minor Outlying Islands	119.16018699999998
Campo de Hielo Sur	117.964995
Mauritius	116.59794799999999
Norway_Svalbard	116.38638399999999
Barbados	114.877696
South Georgia and the South Sandwich Islands	112.975673
India_Chandigarh	112.54736100000001
Malta	111.516649
Seychelles	109.25379
Guernsey	106.55234899999999
Saint Martin	103.64137100000002
Comoros	102.40610500000003
Bermuda	101.00990800000001
India_Mizoram	100.31635500000002
Grenada	100.26086099999999
Antigua and Barbuda	100.07490999999999
Isle of Man	99.71032199999998
Andorra	98.47305599999999
United States Virgin Islands	98.39230599999999
Dominica	98.377707
South Ossetia	97.81389700000001
Saint Lucia	96.24154
Sao Tome and Principe	95.791998
Saint Vincent and the Grenadines	95.56154000000001
Spain_Melilla	94.544733
Anguilla	93.08976000000001
Cayman Islands	93.06894700000001
Jersey	91.76231099999998
Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina	91.03554699999998
Falkland Islands	89.806446
Turks and Caicos Islands	89.16769199999999
Palau	88.727318
Spain_Ceuta	87.054721
Saint Barthelemy	86.303458
India_Sikkim	84.92216000000002
Nauru	84.56534599999999
India_Tripura	83.99398299999999
India_Andaman and Nicobar Islands	83.849189
Federated States of Micronesia	79.824093
Tonga	71.734665
Saint Kitts and Nevis	66.304304
Gibraltar	64.545485
Marshall Islands	63.96619799999999
Monaco	56.760068999999994
Norway_Jan Mayen	56.255783
British Indian Ocean Territory	55.52594799999999
India_Lakshadweep	55.023976
Saint Helena Ascension and Tristan da Cunha	54.648437
Wallis and Futuna	53.452649
British Virgin Islands	50.379993000000006
Tuvalu	48.998113000000004
Willis Island	48.489948000000005
Montserrat	47.774930999999995
Niue	47.12112400000001
Pitcairn Islands	44.797174
Norway_Bouvet Island	36.054006
